Date,Open,High,Low,Close,Adj Close,Volume
2011-01-03,108.220001,108.889999,108.059998,108.860001,75.928116,2447900
2011-01-04,108.980003,109.190002,108.750000,109.000000,76.025803,962500
2011-01-05,108.510002,108.580002,108.000000,108.199997,75.467789,1209200
2011-01-06,108.320000,108.639999,108.199997,108.360001,75.579422,1089700
2011-01-07,108.260002,109.059998,108.199997,108.910004,75.963020,1118600
2011-01-10,108.779999,109.199997,108.779999,109.099998,76.095528,909200
2011-01-11,108.900002,109.169998,108.580002,109.050003,76.060684,845000
2011-01-12,108.809998,109.019997,108.669998,108.980003,76.011826,1291600
2011-01-13,108.849998,109.459999,108.769997,109.449997,76.339645,971000
2011-01-14,109.389999,109.430000,108.889999,108.930000,75.976967,1629900
2011-01-18,108.800003,109.080002,108.400002,108.870003,75.935127,1422700
2011-01-19,108.830002,108.970001,108.680000,108.790001,75.879311,1685300
2011-01-20,108.580002,108.750000,107.699997,108.320000,75.551537,1699200
2011-01-21,108.180000,108.550003,108.139999,108.480003,75.663109,1056600
2011-01-24,108.550003,108.820000,108.459999,108.529999,75.698029,727200
2011-01-25,108.820000,109.180000,108.419998,109.070000,76.074631,1302200
2011-01-26,108.830002,108.989998,108.459999,108.459999,75.649162,1647100
2011-01-27,108.500000,108.790001,108.339996,108.639999,75.774696,1094300
2011-01-28,108.370003,109.019997,108.339996,108.779999,75.872299,1388100
2011-01-31,108.720001,109.000000,108.440002,108.480003,75.663109,1849900
2011-02-01,107.959999,108.110001,107.720001,107.910004,75.562958,989200
2011-02-02,108.120003,108.150002,107.559998,107.699997,75.415924,1975700
2011-02-03,107.510002,107.769997,107.419998,107.440002,75.233841,1645800
2011-02-04,107.300003,107.440002,106.879997,107.110001,75.002792,1367700
2011-02-07,106.930000,107.349998,106.879997,107.230003,75.086784,1709500
2011-02-08,107.260002,107.470001,106.790001,106.839996,74.813690,1263200
2011-02-09,106.949997,107.660004,106.820000,107.529999,75.296890,2124900
2011-02-10,107.199997,107.389999,106.940002,107.000000,74.925758,690600
2011-02-11,107.349998,107.660004,107.230003,107.589996,75.338921,817300
2011-02-14,107.330002,107.860001,107.330002,107.660004,75.387909,785400
2011-02-15,107.690002,107.900002,107.529999,107.900002,75.555977,621800
2011-02-16,107.889999,108.169998,107.650002,107.769997,75.464920,1892600
2011-02-17,108.120003,108.199997,107.900002,107.970001,75.605003,585600
2011-02-18,107.709999,108.129997,107.660004,108.129997,75.717041,505900
2011-02-22,107.989998,108.680000,107.989998,108.430000,75.927116,1225300
2011-02-23,108.650002,108.750000,108.250000,108.300003,75.836067,1293600
2011-02-24,108.589996,108.750000,108.360001,108.419998,75.920052,718900
2011-02-25,108.709999,108.959999,108.540001,108.930000,76.277245,722900
2011-02-28,108.940002,109.220001,108.940002,109.220001,76.480301,718600
2011-03-01,108.430000,108.800003,108.379997,108.790001,76.481682,1332300
