DATE,CPIAUCSL,INDPRO,DGS3MO
2016-03-01,237.990,101.4155,0.29727272727272727273
2016-04-01,238.835,101.5167,0.22809523809523809524
2016-05-01,239.440,101.4298,0.27666666666666666667
2016-06-01,240.144,101.8747,0.27272727272727272727
2016-07-01,240.111,102.1325,0.30100000000000000000
2016-08-01,240.595,102.0407,0.29956521739130434783
2016-09-01,241.068,102.0477,0.29428571428571428571
2016-10-01,241.641,102.2485,0.33150000000000000000
2016-11-01,241.993,102.0507,0.45250000000000000000
2016-12-01,242.712,102.9281,0.51190476190476190476
2017-01-01,243.717,103.0366,0.51900000000000000000
2017-02-01,244.028,102.6479,0.52631578947368421053
2017-03-01,243.721,103.3430,0.74782608695652173913
2017-04-01,244.058,104.2721,0.80842105263157894737
2017-05-01,243.926,104.4129,0.90318181818181818182
2017-06-01,244.179,104.5849,0.99909090909090909091
2017-07-01,244.328,104.5427,1.0865000000000000
2017-08-01,245.304,104.0475,1.03217391304347826087
2017-09-01,246.445,104.0502,1.04650000000000000000
2017-10-01,246.570,105.6287,1.0933333333333333
2017-11-01,247.333,106.1930,1.2504761904761905
2017-12-01,247.847,106.5360,1.3415000000000000
2018-01-01,248.816,106.2655,1.4323809523809524
2018-02-01,249.475,106.6419,1.5878947368421053
2018-03-01,249.413,107.2519,1.7266666666666667
2018-04-01,249.957,108.2223,1.7880952380952381
2018-05-01,250.640,107.3639,1.8995454545454545
2018-06-01,251.176,108.1707,1.9352380952380952
2018-07-01,251.482,108.6520,1.9947619047619048
2018-08-01,251.905,109.5246,2.0726086956521739
2018-09-01,252.261,109.6749,2.1652631578947368
2018-10-01,252.777,109.9165,2.2931818181818182
2018-11-01,252.662,110.5067,2.3740000000000000
2018-12-01,252.653,110.5516,2.4121052631578947
2019-01-01,252.550,110.1185,2.4238095238095238
2019-02-01,253.181,109.5631,2.4378947368421053
2019-03-01,254.095,109.6811,2.4538095238095238
2019-04-01,254.943,108.9888,2.4328571428571429
2019-05-01,255.167,109.2264,2.4031818181818182
2019-06-01,255.402,109.2774,2.2195000000000000
2019-07-01,256.087,109.0852,2.1450000000000000
2019-08-01,256.294,109.8543,1.9904545454545455
2019-09-01,256.593,109.4725,1.9345000000000000
2019-10-01,257.229,109.0270,1.6786363636363636
2019-11-01,257.824,110.0388,1.5721052631578947
2019-12-01,258.444,109.6527,1.5652380952380952
2020-01-01,258.820,109.2128,1.5523809523809524
2020-02-01,259.050,109.3608,1.5447368421052632
2020-03-01,257.953,104.3554,0.29545454545454545455
2020-04-01,255.902,91.2823,0.13809523809523809524
2020-05-01,255.768,92.5503,0.12750000000000000000
2020-06-01,.,.,0.15954545454545454545
2020-07-01,.,.,.
