DATE,CPIAUCSL,INDPRO,DGS3MO,WTISPLC_PCH,USD3MTD156N,HOUST_PCH,UNRATE,BAMLC0A4CBBBEY,BAMLC0A1CAAAEY
1975-10-01,54.9,42.9687,.,0.00000,.,6.32911,8.4,.,.
1975-11-01,55.3,43.0614,.,0.00000,.,1.19048,8.3,.,.
1975-12-01,55.6,43.5973,.,0.00000,.,-2.86765,8.2,.,.
1976-01-01,55.8,44.2288,.,0.00000,.,3.48221,7.9,.,.
1976-02-01,55.9,44.6725,.,7.79570,.,12.50914,7.7,.,.
1976-03-01,56.0,44.7125,.,0.58188,.,-7.60728,7.6,.,.
1976-04-01,56.1,44.9643,.,0.57851,.,-1.82970,7.7,.,.
1976-05-01,56.4,45.1741,.,0.00000,.,4.58781,7.4,.,.
1976-06-01,56.7,45.1830,.,0.00000,.,2.46744,7.6,.,.
1976-07-01,57.0,45.4535,.,0.00000,.,-6.28763,7.8,.,.
1976-08-01,57.3,45.7737,.,0.00000,.,10.63526,7.8,.,.
1976-09-01,57.6,45.9031,.,14.21528,.,10.96774,7.6,.,.
1976-10-01,57.9,45.9207,.,0.00000,.,-5.29070,7.7,.,.
1976-11-01,58.1,46.5978,.,0.00000,.,0.73665,7.8,.,.
1976-12-01,58.4,47.0854,.,0.00000,.,9.93297,7.8,.,.
1977-01-01,58.7,46.8276,.,0.00000,.,-15.35477,7.5,.,.
1977-02-01,59.3,47.5417,.,0.00000,.,27.24296,7.6,.,.
1977-03-01,59.6,48.1310,.,0.00000,.,6.17602,7.4,.,.
1977-04-01,60.0,48.5838,.,0.00000,.,-8.28890,7.2,.,.
1977-05-01,60.2,48.9891,.,0.00000,.,4.17548,7.0,.,.
1977-06-01,60.5,49.3428,.,0.00000,.,-3.95738,7.2,.,.
1977-07-01,60.8,49.4120,.,0.00000,.,8.71632,6.9,.,.
1977-08-01,61.1,49.4259,.,6.83453,.,-1.84645,7.0,.,.
1977-09-01,61.3,49.6639,.,0.00000,.,-3.51485,6.8,.,.
1977-10-01,61.6,49.7592,.,0.00000,.,4.77168,6.8,.,.
1977-11-01,62.0,49.8117,.,0.00000,.,0.00000,6.8,.,.
1977-12-01,62.3,49.8949,.,0.00000,.,4.89716,6.4,.,.
1978-01-01,62.7,49.2066,.,0.00000,.,-19.79458,6.4,.,.
1978-02-01,63.0,49.4502,.,0.00000,.,1.16414,6.3,.,.
1978-03-01,63.4,50.3928,.,0.00000,.,16.91600,6.3,.,.
1978-04-01,63.9,51.4368,.,0.00000,.,8.12008,6.1,.,.
1978-05-01,64.5,51.6276,.,0.00000,.,-5.55303,6.0,.,.
1978-06-01,65.0,51.9833,.,0.00000,.,-0.24096,5.9,.,.
1978-07-01,65.5,51.9592,.,0.00000,.,1.06280,6.2,.,.
1978-08-01,65.9,52.1543,.,0.00000,.,-4.58891,5.9,.,.
1978-09-01,66.5,52.2860,.,0.00000,.,-1.30261,6.0,.,.
1978-10-01,67.1,52.7054,.,0.00000,.,0.55838,5.8,.,.
1978-11-01,67.5,53.1047,.,0.00000,.,5.70419,5.9,.,.
1978-12-01,67.9,53.3886,.,0.00000,.,-2.38777,6.0,.,.
1979-01-01,68.5,53.0453,.,0.00000,.,-20.25440,5.9,.,.
1979-02-01,69.2,53.3303,.,6.73401,.,-6.74847,5.9,.,.
1979-03-01,69.9,53.4973,.,0.00000,.,21.51316,5.8,.,.
1979-04-01,70.6,52.8938,.,0.00000,.,-5.36004,5.8,.,.
1979-05-01,71.4,53.3187,.,14.19558,.,7.32265,5.6,.,.
1979-06-01,72.2,53.3157,.,5.52486,.,1.97228,5.7,.,.
1979-07-01,73.0,53.2433,.,13.87435,.,-7.99791,5.7,.,.
1979-08-01,73.7,52.8899,.,21.83908,.,1.02273,6.0,.,.
1979-09-01,74.4,52.9486,.,7.54717,.,3.03712,5.9,.,.
1979-10-01,75.2,53.2390,.,1.75439,.,-8.24236,6.0,.,.
1979-11-01,76.0,53.1918,.,6.89655,.,-9.33968,5.9,.,.
1979-12-01,76.9,53.2603,.,4.83871,.,-1.70604,6.0,.,.
1980-01-01,78.0,53.5037,.,0.00000,.,-10.48064,6.3,.,.
1980-02-01,79.0,53.5053,.,13.84615,.,0.67114,6.3,.,.
1980-03-01,80.1,53.3294,.,2.70270,.,-22.44444,6.3,.,.
1980-04-01,80.9,52.2336,.,3.94737,.,0.38204,6.9,.,.
1980-05-01,81.7,50.9638,.,0.00000,.,-11.79829,7.5,.,.
1980-06-01,82.5,50.3348,.,0.00000,.,29.01834,7.6,.,.
1980-07-01,82.6,49.9462,.,0.00000,.,6.10368,7.8,.,.
1980-08-01,83.2,50.1256,.,-3.79747,.,13.15997,7.7,.,.
1980-09-01,83.9,50.9386,.,-5.26316,.,2.43733,7.5,.,.
1980-10-01,84.7,51.5813,.,0.00000,.,3.53501,7.5,.,.
1980-11-01,85.6,52.4717,.,0.00000,.,-0.85358,7.5,.,.
1980-12-01,86.4,52.7685,.,2.77778,.,-1.85430,7.2,.,.
1981-01-01,87.2,52.4668,.,2.70270,.,4.38596,7.5,.,.
1981-02-01,88.0,52.2260,.,0.00000,.,-19.45701,7.4,.,.
1981-03-01,88.6,52.5025,.,0.00000,.,4.81541,7.4,.,.
1981-04-01,89.1,52.2691,.,0.00000,.,4.13476,7.2,.,.
1981-05-01,89.7,52.5803,.,0.00000,.,-16.17647,7.5,.,.
1981-06-01,90.5,52.8284,.,-5.26316,.,-8.33333,7.5,.,.
1981-07-01,91.5,53.1751,.,0.00000,.,-0.38278,7.2,.,.
1981-08-01,92.2,53.1679,.,0.00000,.,-9.70221,7.4,.,.
1981-09-01,93.1,52.8514,.,0.00000,.,-3.08511,7.6,.,.
1981-10-01,93.4,52.4949,.,-2.77778,.,-4.17124,7.9,.,.
1981-11-01,93.8,51.8940,.,2.85714,.,-4.12371,8.3,.,.
1981-12-01,94.1,51.3274,.,-2.77778,.,8.72162,8.5,.,.
1982-01-01,94.4,50.3043,12.9180000000000000,-3.28571,.,-7.36264,8.6,.,.
1982-02-01,94.7,51.3016,14.2794444444444444,-6.76514,.,2.72835,8.9,.,.
1982-03-01,94.7,50.9104,13.3147826086956522,-9.75919,.,7.50577,9.0,.,.
1982-04-01,95.0,50.4627,13.3447619047619048,17.45084,.,-1.50376,9.3,.,.
1982-05-01,95.9,50.1380,12.7140000000000000,7.41405,.,11.77754,9.4,.,.
1982-06-01,97.0,49.9692,13.0786363636363636,-2.39354,.,-12.00000,9.6,.,.
1982-07-01,97.5,49.8138,11.8633333333333333,-2.59481,.,29.26829,9.8,.,.
1982-08-01,97.7,49.3773,8.9972727272727273,-0.61475,.,-10.29160,9.8,.,.
1982-09-01,97.7,49.2260,8.1928571428571429,4.94845,.,9.36902,10.1,.,.
1982-10-01,98.1,48.7874,7.9675000000000000,0.14033,.,2.53497,10.4,.,.
1982-11-01,98.0,48.5920,8.3463157894736842,-4.28812,.,16.96505,10.8,.,.
1982-12-01,97.7,48.2424,8.2027272727272727,-7.11567,.,-5.02915,10.8,.,.
1983-01-01,97.9,49.1762,8.1171428571428571,-1.67087,.,21.71911,10.4,.,.
1983-02-01,98.0,48.8688,8.3942105263157895,-7.18179,.,7.12484,10.4,.,.
1983-03-01,98.1,49.2654,8.6595652173913043,-0.44905,.,-5.47381,10.3,.,.
1983-04-01,98.8,49.8675,8.5135000000000000,6.21096,.,-8.34371,10.2,.,.
1983-05-01,99.2,50.2084,8.4957142857142857,-1.99281,.,20.65217,10.1,.,.
1983-06-01,99.4,50.5089,9.1395454545454545,3.33333,.,-2.42117,10.1,.,.
1983-07-01,99.8,51.2733,9.4495000000000000,2.12903,.,3.00058,9.4,.,.
1983-08-01,100.1,51.8454,9.7391304347826087,0.78964,.,7.00280,9.5,.,.
1983-09-01,100.4,52.6303,9.3614285714285714,-2.50705,.,-10.47120,9.2,.,.
1983-10-01,100.8,53.0679,8.9880000000000000,-2.25008,.,0.29240,8.8,.,.
1983-11-01,101.1,53.2534,9.1110526315789474,-1.87438,.,4.08163,8.5,.,.
1983-12-01,101.4,53.5343,9.3576190476190476,-2.01072,.,-5.43417,8.3,.,.
1984-01-01,102.1,54.6008,9.2638095238095238,1.53899,.,12.38152,8.0,.,.
1984-02-01,102.6,54.8350,9.4594736842105263,1.53250,.,19.13548,7.8,.,.
1984-03-01,102.9,55.1052,9.8895454545454545,2.04346,.,-26.41593,7.8,.,.
1984-04-01,103.3,55.4514,10.0730000000000000,-0.46487,.,11.30487,7.7,.,.
1984-05-01,103.5,55.7141,10.2231818181818182,-0.32007,.,-4.15991,7.4,.,.
1984-06-01,103.7,55.9085,10.2604761904761905,-1.81193,.,3.88952,7.2,.,.
1984-07-01,104.1,56.0842,10.5309523809523810,-4.05446,.,-6.02279,7.5,.,.
1984-08-01,104.4,56.1376,10.9004347826086957,1.73205,.,-8.42956,7.5,.,.
1984-09-01,104.7,56.0382,10.7957894736842105,0.20855,.,7.06179,7.3,.,.
1984-10-01,105.1,55.9459,10.1245454545454545,-1.86278,.,-6.36042,7.4,.,.
1984-11-01,105.3,56.1667,8.9247368421052632,-2.31879,.,6.22642,7.2,.,.
1984-12-01,105.5,56.2296,8.3375000000000000,-9.49890,.,-4.55891,7.3,.,.
1985-01-01,105.7,56.1398,8.0200000000000000,0.83369,.,6.14144,7.3,.,.
1985-02-01,106.3,56.3323,8.5572222222222222,6.35701,.,-4.61718,7.2,.,.
1985-03-01,106.8,56.4232,8.8300000000000000,3.54589,.,10.29412,7.2,.,.
1985-04-01,107.0,56.2693,8.2219047619047619,2.00793,.,1.16667,7.3,.,.
1985-05-01,107.2,56.3488,7.7331818181818182,-4.10345,.,-7.74300,7.2,.,.
1985-06-01,107.5,56.3901,7.1800000000000000,-1.73768,.,-0.23810,7.4,.,.
1985-07-01,107.7,56.0234,7.3163636363636364,0.68526,.,0.47733,7.4,.,.
1985-08-01,107.9,56.2555,7.3704545454545455,1.55878,.,3.50356,7.1,.,.
1985-09-01,108.1,56.4983,7.3331578947368421,1.92398,.,-3.84395,7.1,.,.
1985-10-01,108.5,56.2648,7.4009090909090909,4.41514,.,9.42721,7.1,.,.
1985-11-01,109.0,56.4549,7.4763157894736842,4.31647,.,-7.41549,7.0,.,.
1985-12-01,109.5,57.0458,7.3300000000000000,-11.63470,.,14.36985,7.0,.,.
1986-01-01,109.9,57.3104,7.3019047619047619,-15.73013,8.1590909090909091,1.54480,6.7,.,.
1986-02-01,109.7,56.9344,7.2905263157894737,-32.69993,8.0156250000000000,-6.28803,7.2,.,.
1986-03-01,109.1,56.5420,6.7640000000000000,-18.28779,7.5690789473684211,1.51515,7.2,.,.
1986-04-01,108.7,56.5599,6.2354545454545455,1.81487,6.9362500000000000,3.03838,7.1,.,.
1986-05-01,109.0,56.6823,6.3347619047619048,20.21484,6.9953150000000000,-4.08691,7.2,.,.
1986-06-01,109.4,56.4976,6.3966666666666667,-12.78814,7.0639904761904762,-0.37756,7.2,.,.
1986-07-01,109.5,56.8140,5.9995454545454545,-14.06192,6.6644000000000000,-3.51922,7.0,.,.
1986-08-01,109.6,56.7381,5.6852380952380952,30.38445,6.1968750000000000,1.40292,6.9,.,.
1986-09-01,110.0,56.8532,5.3523809523809524,-1.18606,5.9971590909090909,-6.64084,7.0,.,.
1986-10-01,110.2,57.1191,5.3231818181818182,-0.40904,5.9993217391304348,-0.35566,7.0,.,.
1986-11-01,110.4,57.3792,5.5000000000000000,2.39025,6.0859400000000000,-3.45033,6.9,.,.
1986-12-01,110.8,57.8623,5.6827272727272727,5.71447,6.3824428571428571,12.93900,6.6,.,.
1987-01-01,111.4,57.6850,5.5780000000000000,16.04877,6.2165180952380952,-3.21877,6.6,.,.
1987-02-01,111.8,58.4399,5.7510526315789474,-4.98499,6.4453125000000000,0.56370,6.6,.,.
1987-03-01,112.2,58.5160,5.7659090909090909,3.26639,6.4943181818181818,-3.25112,6.6,.,.
1987-04-01,112.7,58.8851,5.8157142857142857,1.84649,6.8695315000000000,-6.48899,6.3,.,.
1987-05-01,113.0,59.2653,5.8465000000000000,4.14096,7.3651315789473684,0.86741,6.3,.,.
1987-06-01,113.5,59.5409,5.8545454545454545,3.18826,7.2386363636363636,-2.08845,6.2,.,.
1987-07-01,113.8,59.9536,5.8790909090909091,6.59379,6.9925273913043478,-1.19197,6.1,.,.
1987-08-01,114.3,60.4517,6.2333333333333333,-5.06205,7.0406250000000000,1.90476,6.0,.,.
1987-09-01,114.7,60.6069,6.6214285714285714,-3.68945,7.6321022727272727,5.60748,5.9,.,.
1987-10-01,115.0,61.4910,6.3509523809523810,1.64908,8.4176136363636364,-10.61947,6.0,.,.
1987-11-01,115.4,61.8137,5.8900000000000000,-4.67553,7.5327380952380952,9.30693,5.8,.,.
1987-12-01,115.6,62.1190,5.9595454545454545,-8.87421,7.9761904761904762,-15.45894,5.7,.,.
1988-01-01,116.0,62.1469,6.0047368421052632,-0.46981,7.2281255000000000,-9.21429,5.7,.,.
1988-02-01,116.2,62.4169,5.8425000000000000,-2.30186,6.8415180952380952,15.89300,5.7,.,.
1988-03-01,116.5,62.5418,5.8700000000000000,-3.26871,6.8573369565217391,4.00543,5.7,.,.
1988-04-01,117.2,62.8959,6.0830000000000000,10.22384,7.1990131578947368,2.67624,5.4,.,.
1988-05-01,117.5,62.8223,6.4542857142857143,-2.44476,7.5156250000000000,-9.66306,5.6,.,.
1988-06-01,118.0,62.9823,6.6640909090909091,-5.20702,7.7357954545454545,4.01126,5.4,.,.
1988-07-01,118.5,63.0093,6.9480000000000000,-6.24319,8.1979171428571429,-0.74425,5.4,.,.
1988-08-01,119.0,63.2723,7.2995652173913043,0.16776,8.5887786363636364,1.77232,5.6,.,.
1988-09-01,119.5,63.0990,7.4780952380952381,-6.80881,8.4240059090909091,-0.06698,5.4,.,.
1988-10-01,119.9,63.4122,7.5970000000000000,-4.62432,8.6287204761904762,2.01072,5.4,.,.
1988-11-01,120.3,63.5128,8.0285000000000000,1.29729,9.0227272727272727,3.08804,5.3,.,.
1988-12-01,120.7,63.8233,8.3485714285714286,16.37690,9.4156250000000000,-0.38241,5.3,.,.
1989-01-01,121.2,64.0153,8.5585000000000000,10.55576,9.4017857142857143,3.71081,5.4,.,.
1989-02-01,121.6,63.7242,8.8368421052631579,-0.87305,9.7375000000000000,-12.09130,5.2,.,.
1989-03-01,122.2,63.8691,9.1422727272727273,9.08224,10.2976190476190476,-0.21053,5.0,.,.
1989-04-01,123.1,63.9124,8.9625000000000000,8.20262,10.1710940000000000,-5.83685,5.2,.,.
1989-05-01,123.7,63.4884,8.7359090909090909,-4.79087,9.7686014285714286,-0.59746,5.2,.,.
1989-06-01,124.1,63.5187,8.4345454545454545,-0.13478,9.3970172727272727,4.95868,5.3,.,.
1989-07-01,124.5,62.9354,8.1470000000000000,-1.80455,8.9732142857142857,2.14746,5.2,.,.
1989-08-01,124.5,63.5168,8.1700000000000000,-5.71167,8.8238636363636364,-6.65732,5.2,.,.
1989-09-01,124.8,63.2954,8.0145000000000000,5.78771,8.9732142857142857,-3.97898,5.3,.,.
1989-10-01,125.4,63.2542,7.8995238095238095,2.53649,8.7954545454545455,10.24238,5.3,.,.
1989-11-01,125.9,63.4616,7.9438095238095238,-1.34886,8.5454545454545455,-4.18440,5.4,.,.
1989-12-01,126.3,63.8467,7.8795000000000000,6.39758,8.5098684210526316,-7.40192,5.4,.,.
1990-01-01,127.5,63.4228,7.8980952380952381,7.36438,8.3494318181818182,23.98082,5.4,.,.
1990-02-01,128.0,64.0446,8.0021052631578947,-2.35414,8.3656250000000000,-7.35010,5.3,.,.
1990-03-01,128.6,64.3580,8.1700000000000000,-7.64429,8.4914772727272727,-10.29923,5.2,.,.
1990-04-01,128.9,64.2602,8.0405000000000000,-8.99207,8.5699015789473684,-3.18076,5.4,.,.
1990-05-01,129.1,64.3973,8.0068181818181818,-1.85664,8.4754466666666667,-2.88462,5.4,.,.
1990-06-01,129.9,64.6041,7.9866666666666667,-7.49027,8.3519347619047619,-2.88779,5.2,.,.
1990-07-01,130.5,64.5205,7.8747619047619048,10.47359,8.2208809090909091,-0.50977,5.5,.,.
1990-08-01,131.6,64.7326,7.6943478260869565,45.79891,8.0909090909090909,-4.78224,5.7,.,.
1990-09-01,132.5,64.8145,7.5978947368421053,23.96776,8.1875000000000000,-0.44843,5.9,.,.
1990-10-01,133.4,64.3274,7.4000000000000000,6.63461,8.1691578260869565,-8.64865,5.9,.,.
1990-11-01,133.7,63.5753,7.2905000000000000,-10.08296,8.1647727272727273,12.91913,6.2,.,.
1990-12-01,134.2,63.1594,6.9495000000000000,-15.36533,7.9218752631578947,-15.37118,6.3,.,.
1991-01-01,134.7,62.8852,6.4104761904761905,-8.69883,7.3373581818181818,-17.64706,6.4,.,.
1991-02-01,134.8,62.4462,6.1163157894736842,-17.77315,6.7125000000000000,20.92732,6.6,.,.
1991-03-01,134.8,62.1190,6.0935000000000000,-3.23052,6.5687500000000000,-4.55959,6.8,.,.
1991-04-01,135.1,62.2415,5.8254545454545455,4.84894,6.2232142857142857,8.68621,6.7,.,.
1991-05-01,135.6,62.8646,5.6336363636363636,2.00259,6.0595238095238095,-0.49950,6.9,.,.
1991-06-01,136.0,63.4372,5.7510000000000000,-4.91996,6.2062500000000000,4.01606,6.9,.,.
1991-07-01,136.2,63.5128,5.7509090909090909,6.06586,6.1385869565217391,2.60618,6.8,.,.
1991-08-01,136.6,63.5671,5.4977272727272727,1.25117,5.7708333333333333,-1.31703,6.9,.,.
1991-09-01,137.0,64.1330,5.3735000000000000,0.77923,5.6190476190476190,-3.24118,6.9,.,.
1991-10-01,137.2,64.0213,5.1440909090909091,6.27259,5.4701086956521739,6.30542,7.0,.,.
1991-11-01,137.8,63.9480,4.6894736842105263,-3.28483,5.0714285714285714,2.22428,7.0,.,.
1991-12-01,138.2,63.6937,4.1842857142857143,-13.12264,4.6062500000000000,-2.17588,7.3,.,.
1992-01-01,138.3,63.3374,3.9061904761904762,-3.57125,4.1814631818181818,8.98981,7.3,.,.
1992-02-01,138.6,63.7911,3.9500000000000000,0.92986,4.1750000000000000,6.29252,7.4,.,.
1992-03-01,139.1,64.3212,4.1386363636363636,-0.41590,4.3860086363636364,3.76000,7.4,.,.
1992-04-01,139.4,64.8088,3.8390476190476190,7.01523,4.1703125000000000,-15.26600,7.4,.,.
1992-05-01,139.7,65.0202,3.7190000000000000,3.44317,3.9601152631578947,10.46406,7.6,.,.
1992-06-01,140.1,65.0295,3.7450000000000000,6.85291,3.9943181818181818,-5.68369,7.8,.,.
1992-07-01,140.5,65.6172,3.2795454545454545,-2.75307,3.5169834782608696,-0.52402,7.7,.,.
1992-08-01,140.8,65.2943,3.1990476190476190,-1.87968,3.4500000000000000,7.63828,7.6,.,.
1992-09-01,141.1,65.4460,2.9685714285714286,2.58548,3.2837359090909091,-3.26264,7.6,.,.
1992-10-01,141.7,65.9369,2.9328571428571429,-0.97708,3.4371450000000000,4.89039,7.3,.,.
1992-11-01,142.1,66.2174,3.2057894736842105,-6.20620,3.7961314285714286,-2.41158,7.4,.,.
1992-12-01,142.3,66.2772,3.2913636363636364,-4.59640,3.6369047619047619,1.07084,7.4,.,.
1993-01-01,142.8,66.5643,3.0710526315789474,-1.71072,3.3468750000000000,-1.38549,7.3,.,.
1993-02-01,143.1,66.8594,2.9926315789473684,5.12713,3.2386720000000000,0.00000,7.1,.,.
1993-03-01,143.3,66.7658,3.0143478260869565,1.46611,3.2401495652173913,-10.49587,7.0,.,.
1993-04-01,143.8,67.0000,2.9304761904761905,-0.37843,3.2265625000000000,16.15882,7.1,.,.
1993-05-01,144.2,66.7674,3.0250000000000000,-1.62802,3.2434210526315789,0.15898,7.1,.,.
1993-06-01,144.3,66.8781,3.1445454545454545,-4.36309,3.3377131818181818,1.58730,7.0,.,.
1993-07-01,144.5,67.0845,3.1109523809523810,-6.31358,3.2940340909090909,-2.03125,6.9,.,.
1993-08-01,144.8,67.0140,3.0904545454545455,0.80040,3.2619047619047619,3.66826,6.8,.,.
1993-09-01,145.0,67.3345,3.0085714285714286,-2.74863,3.2102272727272727,3.30769,6.7,.,.
1993-10-01,145.6,67.8515,3.0920000000000000,3.60283,3.3869047619047619,3.64855,6.8,.,.
1993-11-01,146.0,68.1326,3.1795000000000000,-7.96914,3.4886363636363636,-1.14943,6.6,.,.
1993-12-01,146.3,68.5054,3.1277272727272727,-13.10857,3.3735119047619048,11.40988,6.5,.,.
1994-01-01,146.3,68.7648,3.0445000000000000,3.37698,3.2718750000000000,-17.02544,6.6,.,.
1994-02-01,146.7,68.7836,3.3305263157894737,-1.46667,3.5531250000000000,5.11006,6.6,.,.
1994-03-01,147.1,69.4766,3.5908695652173913,-0.81191,3.8773782608695652,16.97831,6.5,.,.
1994-04-01,147.2,69.8703,3.7805263157894737,11.73261,4.1315789473684211,-6.32992,6.4,.,.
1994-05-01,147.5,70.2281,4.2676190476190476,9.15751,4.6500000000000000,4.16382,6.1,.,.
1994-06-01,147.9,70.6763,4.2490909090909091,6.65548,4.6370740909090909,-7.66710,6.1,.,.
1994-07-01,148.4,70.7846,4.4565000000000000,3.04143,4.8582590476190476,2.12917,6.1,.,.
1994-08-01,149.0,71.2053,4.6117391304347826,-6.46310,4.9183240909090909,0.76442,6.0,.,.
1994-09-01,149.3,71.4767,4.7514285714285714,-5.00544,5.1278409090909091,1.65517,5.9,.,.
1994-10-01,149.4,72.0820,5.1020000000000000,1.43184,5.6223957142857143,-1.62822,5.8,.,.
1994-11-01,149.8,72.5263,5.4490000000000000,2.20215,5.8810372727272727,4.20690,5.6,.,.
1994-12-01,150.1,73.2879,5.7647619047619048,-5.19337,6.3843750000000000,-3.70615,5.5,.,.
1995-01-01,150.5,73.4219,5.9015000000000000,4.83683,6.3374257142857143,-3.29897,5.6,.,.
1995-02-01,150.9,73.3025,5.9394736842105263,3.00167,6.2617190000000000,-6.46766,5.4,.,.
1995-03-01,151.2,73.4081,5.9104347826086957,0.10793,6.2686821739130435,-5.09119,5.4,.,.
1995-04-01,151.8,73.3612,5.8378947368421053,7.11590,6.2361111111111111,1.44115,5.8,.,.
1995-05-01,152.1,73.6104,5.8477272727272727,-0.65425,6.1250000000000000,3.70955,5.6,.,.
1995-06-01,152.4,73.8602,5.6390909090909091,-6.68693,6.0058590909090909,-2.51142,5.6,.,.
1995-07-01,152.6,73.5664,5.5930000000000000,-6.08035,5.8978795238095238,14.05152,5.7,.,.
1995-08-01,152.9,74.4950,5.5656521739130435,4.21965,5.9021663636363636,-3.08008,5.7,.,.
1995-09-01,153.1,74.7937,5.4340000000000000,1.10926,5.8642114285714286,-3.31921,5.6,.,.
1995-10-01,153.5,74.7017,5.4442857142857143,-4.33352,5.9375000000000000,0.00000,5.5,.,.
1995-11-01,153.7,74.8897,5.5180952380952381,3.15367,5.8774859090909091,6.06282,5.6,.,.
1995-12-01,153.9,75.1755,5.2940000000000000,5.83658,5.7652142105263158,-1.44628,5.6,.,.
1996-01-01,154.7,74.6841,5.1504761904761905,-0.84034,5.5427918181818182,2.51572,5.6,.,.
1996-02-01,155.0,75.8344,4.9645000000000000,1.00636,5.2751114285714286,1.63599,5.5,.,.
1996-03-01,155.5,75.7631,5.0976190476190476,12.00839,5.3941600000000000,-4.49363,5.5,.,.
1996-04-01,156.1,76.4562,5.0877272727272727,10.34644,5.4939465000000000,6.46067,5.6,.,.
1996-05-01,156.4,77.0161,5.1536363636363636,-9.84302,5.4966519047619048,-0.79156,5.6,.,.
1996-06-01,156.7,77.6669,5.2315000000000000,-3.76471,5.5697275000000000,-2.46011,5.3,.,.
1996-07-01,157.0,77.5662,5.2981818181818182,4.25428,5.6402856521739130,0.34083,5.5,.,.
1996-08-01,157.2,78.0160,5.1890909090909091,3.00188,5.5273438095238095,5.77446,5.1,.,.
1996-09-01,157.7,78.5532,5.2375000000000000,9.24408,5.6177457142857143,-5.26654,5.2,.,.
1996-10-01,158.2,78.5065,5.1231818181818182,3.79325,5.5448373913043478,-5.62712,5.2,.,.
1996-11-01,158.7,79.1996,5.1694736842105263,-4.77912,5.5000000000000000,6.96839,5.4,.,.
1996-12-01,159.1,79.7143,5.0404761904761905,7.08562,5.5517585000000000,-7.99194,5.4,.,.
1997-01-01,159.4,79.8273,5.1657142857142857,-0.86648,5.5653409090909091,-1.09489,5.3,7.3895454545454545,6.8495454545454545
1997-02-01,159.7,80.7930,5.1421052631578947,-11.76003,5.5101570000000000,9.66790,5.2,7.2357894736842105,6.7310526315789474
1997-03-01,159.8,81.3340,5.2845000000000000,-5.49302,5.6245900000000000,-1.95155,5.2,7.5095000000000000,7.0610000000000000
1997-04-01,159.9,81.3531,5.3045454545454545,-6.05050,5.8300790909090909,2.40220,5.1,7.7040909090909091,7.2263636363636364
1997-05-01,159.9,81.8293,5.1966666666666667,5.62880,5.8191410000000000,-3.35121,4.9,7.5150000000000000,7.0331818181818182
1997-06-01,160.2,82.2285,5.0709523809523810,-7.96928,5.8418904761904762,3.60610,5.0,7.3128571428571429,6.8266666666666667
1997-07-01,160.4,82.8557,5.1945454545454545,2.39958,5.7450743478260870,-3.81526,4.9,7.0436363636363636,6.5750000000000000
1997-08-01,160.8,83.7214,5.2795238095238095,1.52827,5.7253910000000000,-3.27070,4.8,7.1168181818181818,6.6590909090909091
1997-09-01,161.2,84.4651,5.0847619047619048,-0.70246,5.7238990909090909,11.22302,4.9,7.0500000000000000,6.5780952380952381
1997-10-01,161.5,85.1918,5.1127272727272727,7.42799,5.7664743478260870,-1.68176,4.7,6.9030434782608696,6.4608695652173913
1997-11-01,161.7,85.9397,5.2811111111111111,-5.12700,5.8406250000000000,-0.65789,4.6,6.8819047619047619,6.4147619047619048
1997-12-01,161.8,86.2047,5.3045454545454545,-9.17204,5.9067604761904762,3.70861,4.7,6.8377272727272727,6.3481818181818182
1998-01-01,162.0,86.6474,5.1790000000000000,-8.78821,5.6495538095238095,-2.61814,4.6,6.6268181818181818,6.1113636363636364
1998-02-01,162.0,86.7612,5.2300000000000000,-3.88989,5.6335945000000000,3.86885,4.6,6.7380952380952381,6.1766666666666667
1998-03-01,162.0,86.8198,5.1618181818181818,-6.47572,5.6880327272727273,-1.07323,4.7,6.8104545454545455,6.2459090909090909
1998-04-01,162.2,87.1411,5.0828571428571429,2.79627,5.6892580000000000,-1.72304,4.3,6.7833333333333333,6.2319047619047619
1998-05-01,162.6,87.6952,5.1400000000000000,-3.75648,5.6922294736842105,-0.25974,4.4,6.7922727272727273,6.2509090909090909
1998-06-01,162.8,87.1450,5.1240909090909091,-8.07537,5.6894531818181818,6.83594,4.5,6.6695454545454545,6.1445454545454545
1998-07-01,163.2,86.8423,5.0945454545454545,3.07467,5.6888586956521739,3.47349,4.5,6.6821739130434783,6.1169565217391304
1998-08-01,163.4,88.6247,5.0409523809523810,-5.11364,5.6843750000000000,-4.94700,4.5,6.6819047619047619,6.0290476190476190
1998-09-01,163.5,88.4515,4.7390476190476190,11.90120,5.4996450000000000,-1.98265,4.6,6.7304545454545455,5.8454545454545455
1998-10-01,163.9,89.1677,4.0704761904761905,-3.74582,5.2731400000000000,8.40708,4.5,6.6391304347826087,5.5778260869565217
1998-11-01,164.1,89.1098,4.5310526315789474,-10.70188,5.3232452380952381,-3.20700,4.4,6.9580952380952381,5.7942857142857143
1998-12-01,164.4,89.4407,4.4968181818181818,-12.21790,5.2275676190476190,7.95181,4.4,6.6995454545454545,5.5640909090909091
1999-01-01,164.7,89.8594,4.4463157894736842,10.54965,5.0041485000000000,-2.45536,4.3,6.7100000000000000,5.6485714285714286
1999-02-01,164.7,90.3386,4.5552631578947368,-3.68885,4.9959925000000000,-4.46224,4.4,6.8833333333333333,5.9038095238095238
